[2018-05-21T11:51:45.901Z] jokersus#3343 (275331662865367040) used Commands.Ping in Kindergarten | bleh [344556222755766283 | 352865308203024395]
[2018-06-16T14:15:25.690Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:21:30.262Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:21:33.365Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:23:06.424Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:27:30.009Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:27:35.255Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:28:15.998Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:28:29.631Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:29:40.948Z] Heather ★#6969 (212197426142904320) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:29:52.611Z] Heather ★#6969 (212197426142904320) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:30:04.935Z] Heather ★#6969 (212197426142904320) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:33:29.330Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:39:30.287Z] Heather ★#6969 (212197426142904320) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:41:02.395Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:41:10.323Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:43:36.879Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T14:44:33.489Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:20:01.973Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:21:59.161Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:26:04.268Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:26:06.174Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:27:24.304Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:27:26.323Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:29:20.317Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:31:05.152Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:32:35.568Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:35:14.241Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:37:25.066Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:38:56.684Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:47:05.270Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:47:08.671Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:48:01.439Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:48:13.816Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:49:23.625Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:49:30.566Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:49:40.660Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:49:46.949Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T16:50:10.227Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:21:02.323Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:21:56.576Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:21:58.901Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:22:25.430Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:23:04.108Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:23:13.504Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:23:40.641Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:23:45.713Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:23:53.431Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:24:08.032Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:26:50.645Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:28:38.098Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:28:40.867Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:28:44.646Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:28:48.331Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-16T17:28:55.230Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-19T20:01:33.782Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-19T20:01:36.657Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-19T20:03:53.804Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-19T20:03:55.962Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-19T20:29:04.885Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-19T20:29:08.498Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-19T20:39:52.624Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:13:45.599Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:13:50.316Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:14:33.982Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:15:52.366Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-26T18:16:59.645Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:17:41.404Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:18:52.644Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:19:49.786Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:20:30.963Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:21:47.879Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:21:56.371Z] The Knight Of Zero#4749 (223773695359844352) used Quote in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-26T18:24:28.408Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:24:46.595Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T18:25:55.480Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:25:39.671Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:25:53.540Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:28:27.976Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:28:58.855Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:29:28.205Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:29:40.174Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:32:42.022Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:35:29.953Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:36:07.616Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:36:35.435Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:38:43.097Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:40:16.042Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:43:10.808Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:43:13.754Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:44:02.493Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:49:50.407Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:50:58.540Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:52:19.939Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:52:39.176Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:54:39.519Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:57:31.695Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:58:36.365Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T19:58:48.197Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:00:01.931Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:00:08.465Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:01:14.473Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-26T20:02:43.314Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:02:47.529Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:06:05.142Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:08:22.198Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:10:16.001Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:11:37.449Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:12:41.156Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:16:42.880Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:16:52.228Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:17:44.765Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:17:46.336Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:17:53.390Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-26T20:18:00.810Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:40:02.175Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:40:10.190Z] jokersus#3343 (275331662865367040) used Ping in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:40:13.348Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:47:29.695Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:48:27.738Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:49:48.034Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:50:04.103Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:53:15.679Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:53:49.181Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:56:08.900Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T17:59:28.378Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:01:20.018Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:01:51.268Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:02:25.551Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:04:35.311Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:07:18.540Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:13:26.856Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-27T18:13:53.193Z] Acceler#1917 (277118616980160512) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-27T18:14:08.455Z] Acceler#1917 (277118616980160512) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-27T18:14:28.842Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-27T18:14:52.413Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-27T18:15:03.452Z] SonyGamerHD™#8862 (184590377406300160) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-27T18:17:03.757Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:18:40.249Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:24:59.836Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:26:03.297Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | test-stuff [292277485310312448 | 420272882900533248] 
[2018-06-27T18:26:14.991Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | general [292277485310312448 | 292277485310312448] 
[2018-06-27T18:27:27.084Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:27:32.069Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:30:09.979Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:30:18.073Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:31:58.098Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:32:06.076Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:32:16.557Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:32:50.399Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:33:20.670Z] Gavthrax#1000 (230430637280985088) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:33:22.692Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:33:57.237Z] Zoro#2222 (263679956842708993) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:34:21.676Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:34:35.131Z] Gavthrax#1000 (230430637280985088) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:34:44.639Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:35:34.302Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:37:01.089Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:38:02.486Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:38:07.957Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:38:26.724Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:39:26.850Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:39:37.844Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
[2018-06-27T18:39:41.572Z] jokersus#3343 (275331662865367040) used Anime in /r/CodeGeass | bot-fun [292277485310312448 | 292279509900853248] 
